Student ID,Name,LongName,Age,Gender,Height(cm),Weight(lbs),Born,Day Joined,Month Joined,Year Joined,Marital Status,FavouriteMovie,Movie Duration,Genre,Credit Amount($),Car Make,Car Model,Skill Level
206772,Harpreet,Harpreet Singh,20,Male,182.4,172,2013,22,Jul,16,single,Angamaly Diaries,128 min,"Action & Adventure, Comedies, Dramas",3416,Citroen,Spacetourer,2
206957,Jimmy Hansra,Amarbir Singh Hansra,37,Male,179.94,161,1958,09,Sep,20,single,Elite Short Stories: Carla Samuel,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",5981,Audi,A5,1
208148,Hamza Tariq,Hamza Tariq,30,Female,177.4,148,2013,28,Aug,17,div/dep/mar,A Champion Heart,90 min,"Children & Family Movies, Dramas",2288,BMW,520,1
208889,Hala Azmat,Hala Azmat,26,Male,174.86,161,2013,03,Aug,16,single,Record of Ragnarok,1 Season,"Anime Series, International TV Shows",3566,Kia,XCeed,1
209310,Kesavan Juvarajan,Kesavan Juvarajan,22,Female,177.4,165,1982,01,Jan,19,div/dep/mar,Elite Short Stories: Omar Ander Alexis,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",860,Audi,A4,1
211078,Junaid Siddiqui,Junaid Siddiqui,30,Female,182.4,159,2006,29,Jun,19,div/dep/mar,Penguin Town,1 Season,"Docuseries, Science & Nature TV",682,Fiat,Ducato,1
211974,Rishiv Joshi,Rishiv Ragav Joshi,29,Male,190.02,176,2000,01,Jul,17,single,Anjaam,143 min,"Dramas, International Movies, Thrillers",5371,Ford,Mondeo,1
212109,Aniket Joshi,Aniket Joshi,35,Male,179.94,161,1967,01,Jul,19,single,Beyond Evil,1 Season,"Crime TV Shows, International TV Shows, TV Thrillers",6019,Audi,A1,1
212178,Stephan Joseph,Stephan Mark Joseph,29,Male,177.4,152,2016,23,Sep,20,single,Elite Short Stories: Nadia Guzmán,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",1346,Hyundai,i30,1
212544,Karun Jethi,Karun Jethi,35,Male,177.4,172,1961,29,Jan,20,single,Headspace: Unwind Your Mind,273 min,Documentaries,2579,Kia,Sportage,1
213272,Abishek Krishnamoorthy,Abishek Kumar Krishnamoorthy,27,Male,187.48,170,2002,20,Jun,15,single,Rhyme Time Town,2 Seasons,Kids' TV,5848,BMW,320,1
213330,Hardik Kotak,Hardik Kotak,34,Female,172.32,152,1995,14,Sep,20,div/dep/mar,Elite Short Stories: Guzmán Caye Rebe,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",7758,Alfa,Romeo,1
214917,Khurram Chohan,Khurram Rasheed Chohan,19,Male,177.4,150,-1,29,Apr,15,single,To All the Boys: Always and Forever - The Afterparty,36 min,Movies,6967,Mazda,CX-5,2
215560,Emanuel Khokhar,Emanuel David Khokhar,23,Female,182.4,163,1963,02,Sep,20,div/dep/mar,Trese After Dark,36 min,"Anime Features, Documentaries",1282,Hyundai,i10,1
215784,Shaheed Keshvani,Shaheed Keshvani,24,Male,187.48,170,2012,10,Jul,19,single,Guru Aur Bhole,2 Seasons,"Kids' TV, TV Comedies",1288,Audi,TT,1
215907,Aabid Keshvani,Aabid Keshvani,36,Male,190.02,176,1997,09,Jun,18,mar/wid,High on the Hog: How African American Cuisine Transformed America,1 Season,Docuseries,2337,Hyundai,i30,0
217580,Lorraine Kenton,Lorraine Kenton,30,Male,184.94,190,-1,01,Jul,19,single,Mad for Each Other,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",3512,BMW,135,1
218358,Armaan Kapoor,Armaan Kapoor,28,Male,172.32,165,1969,23,Jul,19,single,Sam Smith: Love Goes - Live at Abbey Road Studios,61 min,"International Movies, Music & Musicals",1898,Audi,Q7,0
219066,Kenneth Kamyuka,Kenneth Kamyuka,39,Male,172.32,146,2006,31,Aug,16,single,Miniforce: Super Dino Power,1 Season,Kids' TV,3992,BMW,X1,1
219482,Shehan Kamileen,Mohamed Shehan Kamileen,21,Female,187.48,194,1946,17,Jan,20,div/dep/mar,Barney and Friends,2 Seasons,Kids' TV,1055,Ford,Focus,1
219793,Jasjeet Kalsi,Jasjeet Kalsi,35,Male,192.56,172,-1,09,Aug,12,single,Pet Stars,1 Season,Reality TV,2654,Hyundai,i10,1
219818,Jassi Kahlon,Jaskeerat Singh Kahlon,35,Male,172.32,146,1997,13,Sep,12,single,The Unremarkable Juanquini,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",6685,BMW,318,2
219922,Bobby Loewen,Bobby Loewen,36,Male,187.48,176,1996,02,Feb,15,single,Yasuke,1 Season,"Anime Series, International TV Shows",5347,Bentley,Continental,1
220351,Ryan Lall,Ryan Lall,25,Male,182.4,163,2015,07,Aug,19,single,Headspace Guide to Sleep,1 Season,"Docuseries, Science & Nature TV",2978,Maserati,Ghibli,1
220563,Mohsin Mulla,Mohsin Mulla,38,Female,187.48,172,1982,11,Aug,15,div/dep/mar,Countdown: Inspiration4 Mission to Space,1 Season,"Docuseries, Science & Nature TV",563,Bentley,Mulsanne,1
220946,Ashif Mulla,Ashif Abdulhai Mulla,29,Female,182.4,181,1968,17,May,19,div/dep/mar,Shadow Parties,117 min,"Dramas, International Movies, Thrillers",1577,Audi,TT,1
221043,Siddharth Mookerji,Siddharth Vijay Mookerji,26,Female,179.94,170,1957,02,Jul,18,div/dep/mar,Money Heist: From Tokyo to Berlin,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",3972,BMW,420,1
221097,Mark Montfort,Mark Rondell Montfort,31,Male,174.86,176,2003,01,Jul,19,div/sep,Bright Star,119 min,"Dramas, Romantic Movies",1935,Dacia,Dokker,1
221618,Mohammad Shakir,Mohammad Shakir,28,Male,172.32,139,1946,16,Aug,11,single,Dhanak,114 min,"Comedies, Dramas, Independent Movies",950,Audi,Q3,1
222054,Mohammad Qazi,Mohammad Bilal Qazi,32,Female,182.4,165,2015,12,Jul,16,div/dep/mar,Final Account,94 min,Documentaries,763,Audi,A3,1
222304,Trevor Manoosingh,Trevor Rawle Radhay Manoosingh,38,Female,179.94,150,2009,16,Jul,18,div/dep/mar,Gurgaon,106 min,"Dramas, International Movies, Thrillers",1264,Jeep,Grand,2
223930,Chris Manohar,Khrishna Manohar,39,Male,167.24,146,2014,07,Jul,19,single,Here and There,99 min,"Dramas, International Movies, Romantic Movies",2528,Kia,Rio,1
224004,Harmandeep Malhi,Harmandeep Malhi,27,Male,169.78,148,1953,31,Aug,18,single,Agatha Christie's Crooked House,115 min,"Dramas, International Movies, Thrillers",3414,BMW,X1,1
224006,Majid Usam,Majid Usam,34,Female,177.4,168,2015,01,Jul,14,div/dep/mar,In the Cut,118 min,Thrillers,7485,Kia,Ceed,2
224510,Mahewish Khan,Mahewish Shahid Khan,38,Male,174.86,157,1998,01,Jul,19,div/sep,Keymon and Nani in Space Adventure,76 min,"Children & Family Movies, Comedies",2789,Ford,Fiesta,1
225297,Andre Maddela,Andre Maddela,35,Male,174.86,154,1965,31,Jan,18,single,Rudra: The Rise of King Pharaoh,91 min,Children & Family Movies,6313,Ford,Focus,1
225306,Kavian Naress,Kavian Naress,26,Male,174.86,163,1945,05,Sep,20,single,Bakugan: Geogan Rising,1 Season,"Anime Series, Kids' TV",1963,Dacia,Sandero,2
225887,Pranav Sharma,Pranav Sharma,30,Male,192.56,194,1967,11,Jul,18,single,Shikara,115 min,"Dramas, International Movies, Romantic Movies",571,BMW,X3,1
225926,Cecil Pervez,Cecil Pervez Khan,27,Male,177.4,150,2013,01,Jul,13,div/sep,A Cinderella Story,95 min,"Children & Family Movies, Comedies",9572,Dacia,Spring,1
225976,Muneshri Persaud,Muneshri Mona Persaud,31,Male,182.4,179,1997,01,Jul,11,div/sep,An Unfinished Life,108 min,Dramas,4455,BMW,116,2
226021,Jason Patraj,Jason Patraj,38,Male,179.94,168,1948,03,Jul,18,single,Blade Runner: The Final Cut,117 min,"Action & Adventure, Classic Movies, Cult Movies",654,BMW,120,0
227715,Aran Pathmanathan,Aran Pathmanathan,22,Male,169.78,154,1850,13,Aug,15,single,Dad Stop Embarrassing Me - The Afterparty,37 min,Comedies,3777,Fiat,500,1
227735,Riyaz Pathan,Riyaz Khan Pathan,19,Male,179.94,146,2008,02,Feb,15,single,Chappie,121 min,"Action & Adventure, Sci-Fi & Fantasy",884,BMW,320,1
228317,Rayyan Pathan,Rayyankhan Pathan,20,Male,192.56,198,1851,01,Jul,16,single,Janoskians: Untold and Untrue,88 min,Comedies,1360,Fiat,500C,1
228496,Shlok Patel,Shlok Patel,35,Female,182.4,172,2004,23,Jul,18,div/dep/mar,Dancing Angels,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",6349,Hyundai,i30,2
228517,Pratik Patel,Pratik Ramesh Patel,39,Male,174.86,170,1976,05,Jul,17,single,Don't be the First one,1 Season,"International TV Shows, Reality TV",5643,Audi,A6,unemp/unskilled
228925,Miraj Patel,Miraj Patel,38,Male,197.64,190,2010,21,Jan,15,mar/wid,The Wedding Coach,1 Season,"Reality TV, Romantic TV Shows",2659,Ford,Tourneo,1
228979,Monali Patel,Monali Patel,20,Female,187.48,183,1995,02,Jul,19,div/dep/mar,This Is a Robbery: The World's Biggest Art Heist,1 Season,"Crime TV Shows, Docuseries, TV Mysteries",3244,Ford,Fiesta,1
229367,Krunalbhai Patel,Krunalbhai Patel,30,Male,192.56,181,1999,01,Jul,18,single,Glimpses of a Future,1 Season,"Docuseries, International TV Shows",4591,Fiat,Ducato,2
229874,Hiral Patel,Hiral Patel,28,Male,169.78,146,2011,01,Aug,09,single,Alien TV,2 Seasons,"Kids' TV, TV Comedies",3844,Audi,Q5,0
230321,Axay Patel,Axay Kumar Patel,21,Male,172.32,150,1913,06,Jan,18,single,Last Chance U: Basketball,1 Season,Docuseries,3915,Fiat,500,1
230854,Deepak Pabla,Deepak Pabla,30,Male,187.48,194,-1,07,Aug,19,mar/wid,Marriage or Mortgage,1 Season,"Reality TV, Romantic TV Shows",2108,Audi,Q5,1
230877,Tiaan Pretorius,Pieter Christiaan Pretorius,23,Male,177.4,146,1913,01,Jan,17,single,Pokémon Journeys: The Series,4 Seasons,"Anime Series, Kids' TV, TV Action & Adventure",3031,Ford,Focus,1
230956,Raza-ur-Rehman,Raza-ur-Rehman,30,Female,182.4,176,-1,15,Jan,19,div/dep/mar,Barbie Big City Big Dreams,63 min,"Children & Family Movies, Music & Musicals",1501,Dacia,,2
231414,Yug Rao,Yug Rao,32,Female,179.94,176,1918,01,Jul,16,div/dep/mar,Clear and Present Danger,142 min,"Action & Adventure, Dramas",1382,Kia,Picanto,1
232612,Darren Ramsammy,Darren Roy Ramsammy,28,Female,172.32,152,2013,17,Jul,19,div/dep/mar,Cliffhanger,113 min,Action & Adventure,951,Fiat,500,1
232618,Kurt Ramdath,Kurt Ramdath,26,Male,182.4,168,1992,12,Jul,19,single,Cold Mountain,154 min,"Dramas, Romantic Movies",2760,BMW,116,1
233189,Stephan Rajasingam,Stephan Robinthan Rajasingam,28,Male,179.94,176,2015,02,Jul,18,div/sep,Crocodile Dundee in Los Angeles,95 min,"Action & Adventure, Comedies",4297,BMW,X3,2
233638,Syed Saad,Syed Saad Bin Nazar,19,Male,179.94,165,1992,22,Sep,20,single,Dear John,108 min,"Dramas, Romantic Movies",936,Audi,A3,1
233662,Zubin Surkari,Zubin Eruch Surkari,34,Male,192.56,176,2008,01,Jul,15,mar/wid,Do the Right Thing,120 min,"Classic Movies, Comedies, Dramas",1168,BMW,325,0
234184,Suliman Khan,Suliman Khan,26,Male,174.86,157,1954,22,Aug,20,single,"El patrón, radiografía de un crimen",100 min,"Dramas, International Movies, Thrillers",5117,Citroen,C5,1
234870,Durand Soraine,Durand Soraine,27,Male,174.86,143,2008,01,Jul,18,mar/wid,Extraction,82 min,Action & Adventure,902,BMW,X5,1
235552,Sarbot Sivia,Sarbjot Singh Sivia,22,Male,174.86,165,1996,01,Jan,07,single,Freedom Writers,124 min,Dramas,1495,Audi,A6,0
235651,Jobanjot Singh,Jobanjot Singh Sidhu,26,Male,184.94,181,2001,01,Sep,13,single,Green Lantern,114 min,"Action & Adventure, Sci-Fi & Fantasy",10623,Kia,Ceed,2
235951,Bharat Shivraj,Bharat Shivraj,31,Male,187.48,190,2012,14,Aug,20,single,House Party,104 min,"Comedies, Cult Movies",1935,Alfa,Romeo,1
235960,Yasir Shakur,Yasir Shakur,39,Male,179.94,165,1999,13,Aug,20,single,House Party 2,94 min,"Comedies, Cult Movies, Music & Musicals",317,Hyundai,i10,1
236671,Tahla Shaikh,Talha Shaikh,22,Male,177.4,170,1996,01,Jan,18,mar/wid,House Party 3,94 min,"Comedies, Music & Musicals",6568,BMW,M4,0
236788,Shahzad Khan,Shahzad Afzul Khan,36,Male,184.94,190,2011,08,Jan,16,single,Ginny & Georgia - The Afterparty,35 min,"Comedies, Dramas",652,Ford,Fiesta,1
236806,Shahzad Afzal,Shahzad Afzal Khan,22,Male,184.94,196,1990,18,Sep,20,single,I Got the Hook Up,93 min,"Action & Adventure, Comedies",3074,Audi,A5,1
237127,Vasu Shah,Vasu Harish Shah,27,Female,184.94,181,-1,11,Jul,17,div/dep/mar,In Too Deep,97 min,Thrillers,3835,Audi,A6,0
237210,Akash Shah,Akash Maheshkumar Shah,38,Male,169.78,134,2011,24,Jul,18,single,Initial D,109 min,"Action & Adventure, International Movies",2945,Alfa,Romeo,1
239055,Varun Sehdev,Varun Sehdev,28,Male,195.1,209,2012,02,Jan,20,single,The Last Bastion,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1908,BMW,X1,2
239733,Parveen Saroye,Parveen Saroye,25,Male,177.4,150,1947,19,Sep,20,single,Thus Spoke Kishibe Rohan,1 Season,"Anime Series, International TV Shows",3342,Kia,Picanto,1
239766,Sarbjot Singh,Sarbjot Singh Sivia,38,Female,195.1,179,1913,01,Jul,17,div/dep/mar,Korean Pork Belly Rhapsody,1 Season,"Docuseries, International TV Shows",485,BMW,525,0
239826,Saniyah Zia,Saniyah Zia,38,Male,184.94,176,2010,01,Jan,19,single,Labyrinth,101 min,"Action & Adventure, Children & Family Movies, Cult Movies",3542,Dacia,Sandero,1
239883,Kevin Sandher,Kevin Talvinder Sandher,26,Male,190.02,187,1996,01,Jan,19,single,Letters to Juliet,105 min,"Comedies, Dramas, Romantic Movies",3913,BMW,420,1
239899,Jason Sandher,Jason Jasvinder Sandher,27,Male,187.48,154,1851,05,Jul,18,div/sep,Level 16,102 min,"Sci-Fi & Fantasy, Thrillers",3021,Ford,Crown,0
240800,Krishen Samuel,Krishen Denarkshn Samuel,31,Female,177.4,150,2015,27,Jul,20,div/dep/mar,Love Don't Cost a Thing,101 min,"Comedies, Romantic Movies",1364,BMW,118,1
241140,Kiran Samra,Kiran Samra,32,Male,182.4,163,1955,01,Jul,19,mar/wid,Love in a Puff,103 min,"Comedies, Dramas, International Movies",625,BMW,116,0
241159,Sami Faridi,Abdus Sami Faridi,22,Female,182.4,161,2011,01,Aug,19,div/dep/mar,Running Man,1 Season,"Kids' TV, TV Comedies",1200,Alfa,Romeo,1
241862,Salman Nazar,Salman Bin Nazar,34,Male,179.94,159,1996,01,Jul,17,single,Mars Attacks!,106 min,"Comedies, Cult Movies, Sci-Fi & Fantasy",707,Audi,A5,1
242532,Saad Bin Zafar,Saad Bin Zafar,39,Male,179.94,176,1998,08,Jul,17,single,Marshall,118 min,Dramas,2789,Audi,A6,1
242643,Tristan Ali,Tristan Amir Aleem Ali,37,Male,192.56,187,2014,16,Jul,18,single,My Boss's Daughter,86 min,"Comedies, Romantic Movies",2988,Audi,A5,1
243229,Keenen Tinto,Keenen Tinto,20,Male,182.4,168,2008,01,Jul,17,single,Mystery Men,121 min,"Action & Adventure, Comedies",2613,Hyundai,i10,1
243708,Harsh Thaker,Harsh Thaker,38,Male,182.4,168,1999,01,Jul,15,single,Best of Stand-Up 2020,77 min,Stand-Up Comedy,3247,Isuzu,D-Max,1
245504,Amish Taploo,Amish Taploo,36,Male,182.4,168,2018,01,Jul,19,single,Once Upon a Time in America,229 min,"Classic Movies, Dramas",6630,Audi,A6,2
245544,Usman Iqbal,Usman Iqbal,28,Male,177.4,159,1967,24,Jul,17,single,Open Season 2,76 min,"Children & Family Movies, Comedies",1478,BMW,X1,1
245574,Simon Upton,Simon Upton,33,Male,177.4,161,1937,16,Jan,15,single,Osmosis Jones,95 min,"Action & Adventure, Children & Family Movies, Comedies",3149,BMW,320,1
245607,Umar Nawaz,Umar Nawaz,26,Male,190.02,201,-1,18,Aug,15,single,Poseidon,98 min,"Action & Adventure, Dramas",4210,Ford,Fusion,1
246134,Abhi Vaishnav,Abhi Vaishnav,26,Male,187.48,185,2013,04,Sep,20,single,Transformers: War for Cybertron: Earthrise,1 Season,Anime Series,2507,BMW,,0
246351,Maree Wilson,Maree Wilson,22,Male,169.78,154,1850,13,Dec,14,single,Manhunt: Deadly Games,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries",2141,Fiat,Tipo,1
246916,Srimantha Wijeyeratne,Srimantha Adrian Wijeyeratne,22,Male,190.02,176,2017,01,Jan,19,mar/wid,The Great British Baking Show: Holidays,3 Seasons,"British TV Shows, Reality TV",866,Audi,A1,0
246938,Prushoth Wijayaraj,Prushoth Wijayaraj,31,Male,187.48,192,1948,31,Aug,15,single,Heart & Soul,1 Season,"International TV Shows, TV Dramas",1544,Hyundai,i10,0
248865,Karl Whatham,Karl Whatham,35,Male,184.94,179,1971,07,Aug,15,single,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,15 min,Documentaries,4022,BMW,X3,2
248871,Michael Walton,Michael Anthony Walton,33,Male,174.86,159,-1,01,Jul,19,single,Kongsuni and Friends,2 Seasons,"Kids' TV, Korean TV Shows",14555,Audi,A1,unemp/unskilled
249414,Khushroo Wadia,Khushroo Peri Wadia,26,Male,184.94,161,1998,08,Sep,20,div/sep,Pat a Pat Como,1 Season,Kids' TV,2767,Audi,TT,0
249618,Zain Mahmood,Zain Mahmood,39,Female,184.94,190,2008,18,Feb,20,div/dep/mar,Qurious Como,1 Season,Kids' TV,2692,Citroen,C3,1
249867,Vinod Mendhrani,Vinod Mendhrani,30,Male,190.02,190,-1,04,Jul,17,single,Find Yourself,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",2522,Audi,A2,1
250259,Subtain Raza Shah,Subtain Raza Shah,22,Female,184.94,194,2003,08,Aug,18,div/dep/mar,Journey of an African Colony,1 Season,"Docuseries, International TV Shows",915,Audi,A3,1
250311,Prince Abbas,Prince Abbas,38,Male,187.48,185,1925,03,Jul,19,single,Mighty Little Bheem,3 Seasons,"Kids' TV, TV Comedies",4817,Audi,A3,1
250323,Kurshid Anwar,Khurshid Anwar Afridi,26,Male,177.4,154,2000,01,Jul,17,single,Rhyme & Reason,89 min,"Documentaries, Music & Musicals",4605,Ford,Transit,1
250536,Jibran Khan,Jibran Khan,33,Female,187.48,187,2006,04,Jul,18,div/dep/mar,Same Kind of Different as Me,120 min,"Dramas, Faith & Spirituality",1185,BMW,420,1
250537,Gul Sher,Gul Sher,29,Female,200.18,168,2009,20,Jul,16,div/dep/mar,School of Rock,110 min,"Comedies, Music & Musicals",3447,Audi,A3,0
250801,Emmad Ali,Mohammad Emmad Ali,29,Male,192.56,220,1973,05,Aug,19,single,Snervous Tyler Oakley,83 min,"Documentaries, LGBTQ Movies",1258,BMW,X3,1
251262,Suresh Vinodh,Suresh Vinodh,34,Male,182.4,179,2011,01,Jul,11,single,Tears of the Sun,121 min,"Action & Adventure, Dramas",717,Fiat,Doblo,1
251277,Vishal Tyagi,Vishal Tyagi,30,Male,184.94,159,2000,18,Aug,17,single,The Blue Lagoon,105 min,"Dramas, Romantic Movies",1204,Audi,A3,1
252076,Rajesh Sharma,Rajesh Sharma,32,Male,190.02,185,-1,01,Jul,20,single,The Golden Child,94 min,"Action & Adventure, Comedies",1925,Kia,Ceed,1
252607,Rajinder Saini,Rajinder Saini,35,Female,187.48,187,1983,02,Aug,19,div/dep/mar,The Guns of Navarone,156 min,"Action & Adventure, Classic Movies",3430,BMW,120,1
253332,SK Sona,SK Sona,34,Female,187.48,183,1851,02,Jul,15,div/dep/mar,The Interview,112 min,"Action & Adventure, Comedies",666,Hyundai,i20,0
253466,Yash Nahar,Yash J Nahar,28,Female,179.94,165,-1,07,Sep,20,div/dep/mar,The Nutty Professor,95 min,"Comedies, Romantic Movies",2251,Ford,Focus,0
253471,Sylvester Mylliempdah,Sylvester Mylliempdah,32,Female,182.4,170,1917,29,Aug,20,div/dep/mar,The Nutty Professor II: The Klumps,107 min,"Comedies, Romantic Movies",2150,BMW,X5,1
253475,Raghuram Janak,Aarni Raghuram Janak,32,Male,187.48,170,1935,01,Jul,18,single,Welcome Home Roscoe Jenkins,114 min,Comedies,4151,BMW,530,1
253548,Harmeet Singh,Harmeet Singh Bansal,24,Male,190.02,185,2007,09,Jul,19,single,In the Line of Fire,129 min,"Action & Adventure, Classic Movies",2030,BMW,X1,1
253590,Harshad Hanumant Gadekar,Harshad Hanumant Gadekar,36,Male,187.48,181,2009,01,Jul,14,single,Untold: Crime & Penalties,86 min,"Documentaries, Sports Movies",3146,Hyundai,i30,0
253623,Gurupartap Singh,Gurupartap Singh Bhotiyal,35,Male,187.48,176,1929,01,Jul,12,single,Zulu Man in Japan,44 min,"Documentaries, International Movies, Music & Musicals",6792,Audi,A3,0
253800,Virender Dahiya,Virender Dahiya,25,Male,195.1,207,2010,01,Jul,10,div/sep,Fukrey Boyzzz,1 Season,"Kids' TV, TV Comedies",2149,Fiat,Tipo,1
253803,Amita Patel,Amita Patel,27,Female,179.94,159,-1,17,Jul,18,div/dep/mar,2 Alone in Paris,97 min,"Comedies, International Movies",3812,Ford,Transit,1
253806,Parvez Aziz,Parvez Aziz,37,Female,174.86,143,1998,03,Jul,18,div/dep/mar,Transformers: Cyberverse,2 Seasons,Kids' TV,6609,Kia,Soul,0
253811,Md Aziz,Md Parviz Aziz,32,Male,182.4,168,1999,01,Jul,19,single,The Witcher: A Look Inside the Episodes,1 Season,"Docuseries, TV Sci-Fi & Fantasy",1657,Citroen,Berlingo,1
253815,Azharuddin Khan,Azharuddin Khan,33,Female,187.48,179,1995,08,Sep,20,div/dep/mar,Dérè: An African Tale,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",1603,Fiat,500,1
253828,Gajanan Azgaonkar,Gajanan Pandurang Azgaonkar,38,Male,192.56,183,1951,08,Jul,19,single,Street Food: Latin America,1 Season,"Docuseries, Spanish-Language TV Shows",7209,Fiat,500,2
253839,Azad Sharma,Azad Sharma,30,Female,192.56,198,1999,14,Jul,11,div/dep/mar,Little Singham: Legend of Dugabakka,68 min,"Children & Family Movies, Comedies",2748,BMW,116,0
253842,Bandaru Ayyappa,Bandaru Satyanarayana Murty Ayyappa,39,Male,190.02,163,1965,11,Aug,11,single,Seven (Telugu),116 min,"Dramas, International Movies, Romantic Movies",4834,Ford,Mondeo,0
253846,Ayush Kharab,Ayush Kharab,32,Male,184.94,176,1981,01,Sep,15,single,Thimmarusu,125 min,"Dramas, International Movies",802,Ford,Mustang,1
254131,Ayush Agarwal,Ayush Agarwal,32,Male,174.86,170,1820,14,Aug,20,single,Wind River,107 min,"Dramas, Independent Movies",6304,BMW,340,1
254168,Ayappa Swamy,Timmiri Kuppu Ayappa Swamy,30,Female,187.48,192,2010,30,Jun,14,div/dep/mar,C Kkompany,127 min,"Action & Adventure, Comedies, International Movies",1533,Mazda,6,1
254409,Ayan Khan,Ayan Khan,28,Male,184.94,172,1995,18,Aug,09,div/sep,He's All That,92 min,"Comedies, Romantic Movies",8978,Audi,A8,2
255024,Nakul Ayachi,Nakul Chandrashekhar Ayachi,36,Male,174.86,170,2018,30,Jan,17,single,Dating Around,2 Seasons,"Reality TV, Romantic TV Shows",6547,Ford,Mustang,1
255476,Agnivesh Ayachi,Agnivesh Chandrashekar Ayachi,27,Male,179.94,157,2011,02,Sep,13,single,EMI: Liya Hai To Chukana Padega,128 min,"Comedies, Dramas, International Movies",2662,BMW,X1,1
255601,Virag Awate,Virag Sripad Awate,23,Female,182.4,172,1981,01,Sep,20,div/dep/mar,First and Last,1 Season,Docuseries,1402,BMW,X4,1
255957,Prashant Awasthi,Prashant Awasthi,32,Male,187.48,163,1963,04,Jul,19,single,King of Boys: The Return of the King,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",12169,BMW,125,2
256078,Bharat R Awasthi,Bharat R Awasthi,38,Male,192.56,203,2011,04,Jul,19,single,Koi Aap Sa,135 min,"Comedies, Dramas, International Movies",4692,Fiat,500C,1
256328,Avneet Kaur,Avneet Kaur,27,Male,172.32,154,-1,07,Jul,19,div/sep,Krishna Cottage,124 min,"Action & Adventure, Horror Movies, International Movies",11998,Land,Rover,0
256369,Avneesh Sudha,Avneesh Sudha,28,Male,179.94,154,1952,03,Jul,19,single,Kucch To Hai,136 min,"Dramas, International Movies, Thrillers",2697,Audi,Q5,1
257097,Avinash Yadav,Avinash BL Yadav,24,Female,169.78,148,1932,01,Jul,19,div/dep/mar,Kyaa Kool Hai Hum,165 min,"Comedies, International Movies, Music & Musicals",2404,Audi,A3,1
257568,Avinash Sharma,Avinash Kumar Sharma,38,Male,182.4,170,1947,04,Aug,20,div/sep,Kyaa Kool Hain Hum 3,124 min,"Comedies, International Movies",7354,Fiat,500e,0
257787,Chandrushekar Avinash,K Chandrushekar Avinash,29,Female,187.48,181,2012,29,Sep,20,div/dep/mar,Kyaa Super Kool Hain Hum,136 min,"Comedies, International Movies",4611,Mazda,CX-5,1
258284,Avesh Khan,Avesh Khan,32,Male,172.32,146,1894,30,Jun,20,single,Kyo Kii... Main Jhuth Nahin Bolta,150 min,"Comedies, International Movies, Sci-Fi & Fantasy",1901,BMW,316,2
258397,Somasekhar Avadhani,Somasekhar Avadhani,37,Male,192.56,190,2005,27,Jul,20,single,"LSD: Love, Sex Aur Dhokha",112 min,"Dramas, Independent Movies, International Movies",6585,Dacia,Jogger,1
258686,Vikrant Auti,Vikrant Vilas Auti,18,Male,174.86,148,2018,12,Jul,19,single,Mission Istaanbul: Darr Ke Aagey Jeet Hai,119 min,"Action & Adventure, International Movies, Music & Musicals",1574,Ford,Mondeo,1
258688,Aushik Srinivas,Raju Aushik Srinivas,33,Male,174.86,154,-1,01,Jul,16,single,Once Upon a Time in Mumbaai,133 min,"Dramas, International Movies, Music & Musicals",1445,BMW,335,0
258690,Atul Singh,Atul Singh,32,Male,179.94,159,1966,01,Jan,19,single,Especial 20 años Fútbol de Primera,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",1520,Ford,S-Max,1
258740,Chandrashekhar Atram,Chandrashekar Eknath Atram,32,Male,174.86,150,2019,06,Oct,20,div/sep,Hangar 1: The UFO Files,1 Season,Docuseries,3878,Kia,,1
258838,V Athisayaraj Davidson,V Athisayaraj Davidson,23,Female,179.94,157,-1,24,Jul,18,div/dep/mar,Hoarders,1 Season,Reality TV,10722,Hyundai,KONA,0
258876,Athif Bin Ashraf,Athif Bin Ashraf,37,Male,182.4,174,1913,01,Jan,19,single,The Universe: Ancient Mysteries Solved,1 Season,"Docuseries, Science & Nature TV",2611,Dodge,RAM,1
259946,Prathamesh Athavale,Prathamesh Arvind Athavale,25,Male,179.94,165,1917,01,Jan,19,single,دفعة القاهرة,1 Season,"International TV Shows, TV Dramas",7582,BMW,118,2
